funder.name,count,doi.funder
Firat University Research Fund,1,
Flemish Cancer Society,1,
Florida Department of Transportation FDOT,1,
FOCUS Establishing Supercomputing Center of Excellence COE,1,
Focus on Research and Development Plan in Shandong Province,1,
Fok Ying-Tong Education Foundation for Young Teachers in the Higher Education Institutions of China,1,
Fok Ying-Tung Education Foundation for Young Teachers in the Higher Education Institutions of China,1,
Fondation des Sciences du Patrimoine,1,
Fondazione VRT,1,
"Fondecyt from Concytec, Peru",1,
Fondecyt-Chile,1,
Forschungszentrum Medizintechnik Hamburg,1,
Fostering Program of Frontier Science Center of Ministry of Education,1,
FOTOPEIX and FOTOPEX2,1,
Founda- tion for Innovative Research Groups of Hubei Province of China,1,
Foundation for Alcohol Research and Education,1,
Foundation for Department of Transportation of Henan Province,1,
Foundation for Training and Supporting Academic and Technological Leaders in Sichuan Province,1,
Foundation Item: Key Research and Development Project of Hainan Province,1,
Foundation of Central University,1,
Foundation of Henan Scientific and Technological Project,1,
Foundation of Liaoning Educational Committee,1,
Foundation of Pre-Research on Equipment of China,1,
foundation of Shannxi Key Laboratory of Integrated and Intelligent Navigation,1,
Foundation of the Finnish Anti-Tuberculosis Association,1,
Foundation of the State Key Laboratory of CEMEE,1,
Framework of the New Szechenyi Plan,1,
Framework Programme for Research and Innovation,1,
"Framingham Heart Study’s National Heart, Lung and Blood Institute",1,
Fraunhofer Society via the Young Research Class 2016 program on ‘Cognitive Machines’ and by Fraunhofer IIS under the Affective Sensing project,1,
"FREEDM Engineering Research Center and ABB Endowed Professorship in the Electrical and Computer Engineering Department, North Carolina State University",1,
French Long Term Ecosystem Research Network,1,
French National Research Agency (ANR) Project,1,
French Space Agency CNES,1,
From 0 to 1 Original Innovation Project of the Basic Frontier Scientific Research Program of the Chinese Academy of Sciences,1,
Fujian Natural Science Funds,1,
"Fujian Provincial Department of Education Fund, China",1,
"Fujian Provincial Social Science Planning Project, China",1,
Fujian Social Science Fund Project:Research on Risk Ripple Effect and Crisis Management of Corporate Internet Reporting Based on SAR Framework,1,
"FUJIFILM Toyama Chemical Co., Ltd.",1,
Fulbright Scholarship,1,
"Fund for Dalian Distinguished Young Scholars, China",1,
Fund for Excellent Young Scholars of Inner Mongolia,1,
"Fund for Liaoning Innovative Talents in Colleges and Universities, China",1,
fund of Co-Innovation Center for Information Supply &amp; Assurance Technology in AHU,1,
Fund of Key Laboratory of Visual Perception and Artificial Intelligence of Hunan Province,1,
Fund of Minhang District Human Resources and Social Security Bureau,1,
Fund of Science and Technology Development of Macau Government,1,
Funda Norte-Rio-Grandense de Pesquisa e Cultura,1,
Fundacion Seneca Agencia de Ciencia y Tecnologia de la Region de Murcia,1,
Fundamental Frontier Project of Wuhan Science and Technology Bureau,1,
Fundamental Research Foundation of Hebei Province,1,
Fundamental Research Funds for Central Universities,1,
Fundamental Research Funds for Central Universities of China University of Geosciences,1,
Fundamental Research Funds for China Central Universities,1,
Fundamental Research Funds for the Central Universities CHD,1,
Fundamental Research Funds for the Central Universities Grant,1,
Fundamental Research Funds for the Central Universities of Central South University,1,
"Fundamental Research Funds for the Central Universities of China, HUST",1,
Fundamental Research Funds for the Central University,1,
Fundamental Research Funds of Chongqing,1,
Fundamental Research Funds of Ministry of Education and China Mobile,1,
Fundamental Research Funds of Shenzhen Innovation of Science and Technology Committee,1,
Fundamental Research Funds of the Innovation and Development Project for Outstanding Graduate Students in Sun Yat-sen University,1,
Fundamental Research Project for Application,1,
Funded Project of National Key Research and Development Plan,1,
Funder: Program for Changjiang Scholars and Innovative Research Team in University in China Grant Reference Number: IRT_14R40,1,
"Funding for Leadership Talent of Zhujiang Project, Guangdong, in 2019",1,
Funding of Nanjing Institute of Technology,1,
Funding Scheme to Outstanding Young Talents of Jiangxi Province,1,
Funds for International Cooperation and Exchange of NSFC,1,
Funds of Education Department of Fujian Province,1,
Funds of Fujian Provincial Department of Education,1,
Gachon University research fund of 2019,1,
GD Dept. of Science &amp; Tech.,1,
GDAS’ Project of Science and Technology Development,1,
GDUPS 2015,1,
Genelux,1,
"General Directorate of Culture, Education and University Management of Xunta de Galicia",1,
General Dynamics Mission Systems-Canada,1,
General Logistics Department of PLA,1,
General Program of Guangdong Basic Applied Basic Research Foundation,1,
General project of natural science research in Universities of Jiangsu Province,1,
General projects in the industrial field of Shaanxi,1,
General Projects of Social Sciences in Fujian Province,1,
General Research Fund established by the Research Grants Council of Hong Kong,1,
General Research Fund from the Research Grant Council of Hong Kong SAR,1,
Generatives Deep-Learning zur explorativen Analyse von multimodalen Omics-Daten bei begrenzter Fallzahl,1,
"Gengli Engineering Machinery Equipment co., Ltd., Henan",1,
Genitourinary Tumor Groups,1,
GEOSALAR,1,
"German Center for Cardiovascular Research, Partnersite Goettingen",1,
German Federal Ministry of Education and Research,1,
German Federal Ministry of Education and Research (BMBF),1,
German Federal Ministry of Education and Research (BMBF) through TACNET4.0 and KICK Projects,1,
German Federal Ministry of Food and Agriculture,1,
German Federal State of Mecklenburg- West Pomerania,1,
German ministry for education and research,1,
German Ministry for Education and Research,1,
"German Research Foundation (DFG), BIOQIC",1,
GIS Research Group,1,
Global Forest Watch World Resources Institute GFW-WRI Radar for Detecting Deforestation RADD Project,1,
Global Water Features program,1,
Google DeepMind,1,
Government of India's DST-SERB Early Career Research Grant,1,
"Government of the Republic of Cyprus through the Directorate General for European Programmes, Coordination and Development",1,
Graduate Assistance in Areas of National Need (GAANN) fellowship,1,
Graduate Research and Innovation Foundation of Chongqing,1,
Graduate School of Quantitative Biosciences Munich,1,
"Graduate School QBM, by the Helmholtz Association",1,
Graduate science and technology foundation of Beijing University of Technology,1,
Grains,1,
Grant Agency of the Czech Technical University in Prague,1,
Grant for Ji’An Key Lab of Computer-Aided Diagnosis for Mental Disease,1,
Grant-in-Aid for Scientific Research from the Japan Agency for Medical Research and Development.,1,
Greek national funds,1,
Green Data Centre Research,1,
Green Data Centre Research Project,1,
"Green Farming and Mechanical Innovation Team of Fruit Harvesting under Soil, Ningbo Public Welfare Science and Technology Project",1,
Grizzly-PAW project,1,
GSK,1,
Guandong Science and Technology Planning,1,
Guangdong Cooperative and Creative Key Grant,1,
Guangdong International Science and Technology Cooperative Research Project,1,
Guangdong Key Fields R&D Plan of China,1,
Guangdong Key Laboratory of Data Security and Privacy Preserving,1,
Guangdong Key-Project for Applied Fundamental Research,1,
Guangdong Marine Economy Promotion Projects Fund,1,
Guangdong medical scientific research foundation,1,
Guangdong Modern Agricultural Technology System Fund,1,
Guangdong Natural Science Foundation of China,1,
Guangdong Natural Science Fund Project,1,
Guangdong Natural Science Funds for Distinguished Young Scholars,1,
Guangdong Outstanding Youth Fund,1,
Guangdong Pearl River Talents Plan Innovative and Entrepreneurial Team,1,
Guangdong Premier Key-Discipline Enhancement Scheme,1,
Guangdong Province Foundation Grant,1,
Guangdong Province Frontier and Key Technology Innovative Grant,1,
Guangdong Province Key Area R&D Program,1,
Guangdong Province Key Areas Research and Development Program,1,
Guangdong Province Key Research and Development Plan,1,
Guangdong Province Natural Science Fund,1,
Guangdong Province Science and Technology Project,1,
Guangdong Province Universities and Colleges,1,
Guangdong Province Universities and Colleges Pearl River Scholar Funded Scheme (GDUPS),1,
Guangdong Province Universities and Colleges Pearl River Scholar Funded Scheme 2019,1,
Guangdong Province University Priority Fiel,1,
Guangdong Provincial Innovation Team for General Key Technologies in Modern Agricultural Industry,1,
Guangdong Provincial Key Laboratory of Brain-inspired Intelligent Computation,1,
Guangdong Provincial Key Laboratory of Cell Microenvironment and Disease Research,1,
Guangdong Provincial Key Laboratory of Optical Information Materials and Technology,1,
Guangdong Provincial Key Research and Development Program,1,
Guangdong Provincial Scientific and Technological Fund,1,
Guangdong Provincial Special Funds for Applied Technology Research and Development and Transformation of Important Scientific and Technological Achieve,1,
Guangdong Science and Technology Plan,1,
Guangdong Science and Technology Project,1,
Guangdong special branch plans young talent with scientific and technological innovation,1,
Guangdong Top Young Talents of Science and Technology,1,
Guangdong Zhujiang,1,
Guangdong’s Modern Industrial Technology System Fund for Common Key Technologies Development,1,
Guangxi Innovation Driven Development Project,1,
Guangxi Key Laboratory Fund of Embedded Technology and Intelligent System,1,
Guangxi Key Research and Development Program under Guike,1,
Guangxi Manufacturing Systems and Advanced Manufacturing Technology Key Laboratory Director Fund,1,
Guangzhou Key Areas of Research and Development Plan,1,
Guangzhou Railway Polytechnic Project,1,
Guangzhou Research Foundation,1,
Guangzhou Science and Technology Foundation under Grant,1,
Guangzhou Science and Technology Innovation and Development,1,
Guangzhou Science and Technology Innovation and Development Commission,1,
Guangzhou Science and Technology Plan Project,1,
Guangzhou Science and Technology Planning,1,
Guangzhou Science and Technology Program,1,
"Guangzhou Science and Technology Program, China",1,
GUET Graduate Education,1,
Guilan Science and Technology Park,1,
Gumi Electronics and Information Technology Research Institute,1,
H2020 European Project: EasyTv,1,
"H2020 Marie Sklodowska-Curie Innovative Training Network, Finland",1,
"H2020 QuantERA ERA-NET Co-fund, project Quomplex",1,
"HairING Health Chain Group, Taiwan",1,
"Hanoi University of Science and Technology, Viet Nam",1,
Harbro Nutrition Ltd.,1,
Hariri Institute for Computing and Computational Science & Engineering at Boston University,1,
Hariri Research Award,1,
Harvard Data Science Fellowship,1,
Health Industry Research Project,1,
Hebei Postdoctoral Research Program,1,
Heilongjiang Health Committee,1,
Heilongjiang Postdoctoral Fund,1,
Heilongjiang Postdoctoral Research Start-Up Foundation Project,1,
Heilongjiang Province,1,
Heilongjiang Science Foundation of China,1,
Hellman Fellowship and by the NIDDK of the NIH,1,
Helmholtz ICEMED Alliance,1,
"Helmholtz Zentrum München, funding program “Physician Scientists for Groundbreaking Projects”",1,
Henan Provincial Federation of Social Sciences,1,
HHS | NIH,1,
High College Research Project of Inner Mongolia Autonomous Region of China,1,
High Level Innovation and Entrepreneurial Research Team Program in Jiangsu,1,
High Level Innovation and Entrepreneurial Talent Introduction Program in Jiangsu,1,
High Level Innovation Team Construction Project of Beijing Municipal Universities,1,
High Performance Computing Infrastructure,1,
High-End Foreign Experts Program of Yunnan Province,1,
High-Level Entrepreneurial and Innovative Talents Introduction,1,
High-level Talent Innovation Support Program,1,
High-level Talent Innovation Support Program of China,1,
High-Tech Discipline Construction Fundings for Universities in Beijing Safety Science and Engineering,1,
Higher Institution Centre of Excellence,1,
HIMEDIC Inc,1,
HiRISE-related,1,
HK RGC Collaborative Research Fund,1,
HK RGC Research Impact Fund,1,
HKUST Teaching and Learning Fund,1,
HKUST-NIE,1,
Ho Chi Minh City University of Technology – VNU - HCM,1,
Hong Kong CERG projects,1,
Hong Kong Foundation for Strategic Research,1,
Hong Kong Institute for Data Science,1,
Hong Kong PhD Fellowship Scheme,1,
Hong Kong Research Grant Council,1,
Hong Kong Research Grants Council RGC Collaborative Research Fund CRF Project,1,
Hong Kong RGC General Research Fund,1,
Hong Kong RGC Projects,1,
Hong Kong UGC Special Equipment,1,
Hong Kong University Grants Committee,1,
Hopewell Professorship of Brain Imaging at the University of Calgary,1,
Huaqiao University’s High Level Talent Research Start Project Funding,1,
Huawei Industry Fund,1,
Huazhong Agricultural University Scientific & Technological Self-innovation Foundation,1,
Hubei Chenguang Talented Youth Development Foundation,1,
Hubei Provincial Natural Science Foundation of China,1,
Hubei Provincial Science and Technology Program of China,1,
Hubei Provincial Technological Innovation Special Funding Major Projects,1,
Hubei Science and Technology Project of China,1,
Hubei Subsurface Multi-scale Imaging Key Laboratory China University of Geosciences Program,1,
Human Connectome Project,1,
Human Resources Development,1,
Humanities and Social Science Research Project of the Ministry of Education,1,
Hunan Key Laboratory of Intelligent Robot Technology in Electronic Manufacturing Open Foundation,1,
Hunan Key Project of Research and Development Plan,1,
Hunan Natural Science Foundation,1,
Hunan Province Social Science Foundation,1,
Hunan Provincial Education Department Foundation for Excellent Youth Scholars,1,
Hunan Provincial Education Science and Twelve Five planning issues,1,
Hunan Provincial Science and Technology Project Foundation,1,
Hunan Provincial Science Technology Project Foundation,1,
Hundred Leading Talent Project of Beijing Science and Technology,1,
"Hungarian National Research, Development and Innovation Office",1,
Hungarian–Mexican Bilateral Scientific and Technological Project,1,
Hydda FSN,1,
i2b2 National Center for Biomedical Computing,1,
iaoning Provincial Department of Science and Technology,1,
IBM,1,
IBM Q Hub at NTU,1,
IGNITE National Technology Fund,1,
"IITP (Institute for Information and communications Technology Promotion, Korea)",1,
IKTPLUSS Lighthouse,1,
IL PMO cyber fund,1,
Illinois society to prevent blindness,1,
imec,1,
ImmunityBio,1,
Imperial College Research Fellowship,1,
Independent Research Project of State Key Laboratory,1,
Independent Research Project of State Key Laboratory of Advanced Design and Manufacturing for Vehicle Body,1,
India–Canada Centre for Innovative Multidisciplinary Partnership to Accelerate Community Transformation and Sustainability,1,
Indonesia Endowment Fund for Education,1,
"Indonesia Endowment Fund for Education, Lembaga Pengelola Dana Pendidikan (LPDP) and Institute for Information and communications Technology Planning and Evaluation (IITP), grant",1,
Indonesia Lecturer Scholarship (BUDI) from the Indonesia Endowment Fund for Education,1,
Indonesian Ministry of Education and Culture,1,
Indonesian Ministry of Research and Technology/National Agency for Research and Innovation,1,
"Industrial Cluster Collaborative Innovation Project of Chengdu, China",1,
Industrial Internet Innovation Development Project,1,
Industrial Technology Innovation Program,1,
Industry-Academic Cooperation Foundation of Guangzhou,1,
Industry-Academy Cooperation Project,1,
"Infervision Japan, Inc.",1,
Information and Communications Technology,1,
Information Technology and Telecommunication Endowment Fund,1,
infrared and laser sensors,1,
Initiative Excellence – Research University program for University of Wroclaw,1,
Inner Mongolia Agricultural University Doctoral Scientific Research Fund Project?,1,
Inner Mongolia Key Technology Research Plan Project (Toward Big Data Storage and Mining Platform for Intelligent Transportation),1,
Inner Mongolia Science and Technology Major Special Projects (Research And Development of Cloud Computing Application Technology),1,
Innosuisse - Schweizerische Agentur für Innovationsförderung,1,
"Innovation and Consulting Project from Ninghai Power Supply Company, State Grid Corporation of Zhejiang, China",1,
Innovation and Entrepreneurship Training Program for College Students in Hubei Province,1,
Innovation Capacity Construction Project of Jilin Province Development and Reform Commission,1,
Innovation Foundation for Doctoral Candidates of Peking Union Medical College,1,
Innovation funding of Guangdong Province,1,
Innovation Norway’s program for development of environmental technology,1,
Innovation Project of Graduate School of South China Normal University,1,
Innovation Project on Industrial Generic Key Technologies of Chongqing,1,
"Innovation Team Project, Department of Education of Guangdong Province",1,
Innovative Hunan Province Special Funds/Programms,1,
Innovative Research Foundation of Qingdao,1,
Innovative Research Team of Agricultural and Rural Big Data in Guangdong Province of China,1,
Innovent UK Ltd.,1,
Institute for Information & Communications Technology Planning & Evaluation,1,
Institute for Information & communications Technology Planning & Evaluation (IITP) Grant,1,
Institute for Information & Communications Technology Planning & Evaluation (IITP) Grant funded by the Korea government [Ministry of Science and Information and Communication Technology (MSIT)],1,
Institute for Information &amp; communications Technology Planning &amp; Evaluation,1,
Institute for Information and Communications Technology Planning and Evaluation (IITP) grant funded by the Korea government,1,
Institute for Information and Communications Technology Promotion - The Development of Adaptive Network Technology with Multi-Media Multi-Path,1,
Institute for Information and Communications Technology Promotion through the Korea Government,1,
"Institute for Smart, Secure and Connected Systems",1,
Institute of Information & Communications Technology Planning & Evaluation (IITP) through the Korea Government (MSIT),1,
Institute of Information and Communications Technology Planning and Evaluation (IITP) funded by the Korea Government,1,
Institute of Information and Communications Technology Planning and Evaluation (IITP) grant funded by the Korea Government,1,
"Institute of Management Sciences, Peshawar, Pakistan",1,
Institute of Marine Research,1,
"Institute of Systems and Robotics (ISR), and the Portuguese Mint and Official Printing Office",1,
Instrument Developing Project of the Chinese Academy of Sciences,1,
Intel,1,
Intelligent Management,1,
Intelligent Manufacturing Special Fund of Tianjin,1,
Inter-governmental Cooperation in International Scientific and Technological Innovation,1,
Interdisciplinary Doctoral Studies Projects at WUST,1,
Interdisciplinary Innovation Team of Shenzhen University,1,
Interdisciplinary Project of the Advanced Medical Research Institute of Shandong University,1,
Interdisciplinary Research Project of USTB,1,
Internal Funds KU Leuven,1,
International Collaborative Research Program of Guangdong Science and Technology Department,1,
"International Doctoral Innovation Centre, Ningbo Education Bureau",1,
International Max Planck Research School,1,
International S&T Cooperation Projects of China,1,
International Science and Technology Cooperation Projects of Guangdong,1,
InterVenn BioSciences,1,
"InTheSmart, Co. Ltd.",1,
Intra-Create Seed Collaboration,1,
intramural research program,1,
Intramural Research Program of the National Library of Medicine,1,
Introducing Talents of Discipline to Universities,1,
Israel Innovation Authority,1,
Israeli Chief Scientist of Agriculture,1,
Istanbul Technical University the Scientific Research Projects Unit,1,
Italian Ministry for Universities and Research,1,
ITEA3,1,
ITRC (Information Technology Research Center),1,
"ITRI in Hsinchu, Taiwan",1,
ITSP Tier 2 Platform,1,
IXICO Ltd.,1,
Janos Bolyai Research Scholarship,1,
"János Bolyai Scholarship of the Hungarian Academy of Sciences and the Hungarian National Research, Development and Innovation Office",1,
Jansen,1,
"Janssen Alzheimer Immunotherapy Research &amp; Development, LLC.",1,
Japan Meteorological Agency,1,
Japan Society for the Promotion of Science (JSPS) Kakenhi,1,
Japan Society for the Promotion of Science (JSPS) KAKENHI,1,
Japan Society for the Promotion of Science JSPS Grants-in-Aid for Scientific Research KAKENHI,1,
Japan Society for the Promotion of Science through KAKENHI,1,
Jet Propulsion Laboratory California Institute of Technology in contract with the U.S. National Aeronautics and Space Administration Task Order,1,
Ji’An Finance and Science Foundation,1,
Jiangsu Achievement Conversion Project,1,
Jiangsu Government Scholarship for Overseas Studies,1,
Jiangsu Ocean and Fishery Science and Technology Innovation and Promotion Project of China,1,
Jiangsu Province Basic Research Project,1,
Jiangsu province education information research project,1,
Jiangsu Province general university academic degree postgraduate scientific research innovation plan project,1,
Jiangsu Provincial National Science Foundation (NSF) for Excellent Young Scholars,1,
Jiangsu Provincial Natural Science Foundation of China,1,
Jiangsu Provincial Social Developing Project,1,
Jiangsu Specially Appointed Professor Program,1,
Jiangxi Province Natural Science Foundation of China,1,
Jilin Province Education Department,1,
Jilin provincial education department project,1,
Jilin Provincial Education Department Project,1,
Jilin Provincial Education Department Scientific Research Planning Foundation of China,1,
Jilin Provincial International Cooperation Foundation of China,1,
Jilin Provincial Natural Science Foundation Project ? Research on the Technology of Accurate Evaluation of Learner Knowledge Based on Deep Learning?.,1,
Jilin Provincial Science and Technology Development Foundation,1,
Jilin Provincial Science and Technology Development Foundation of China,1,
Jilin Provincial Science and Technology Planning Project of China,1,
Jilin Science and Technology Development Plan Project,1,
Jinan's innovation team,1,
"John Mitchell Crouch Fellowship, Royal Australasian College of Surgeons",1,
Johnson &amp; Johnson Pharmaceutical Research &amp; Development LLC.,1,
Joint Foundation of Pre-Research on Equipment from Education Department of China,1,
Joint Fund of the Ministry of Education for Equipment Pre-Research,1,
Joint Industry Project JIP CoastalFoam,1,
Joint Laboratory for Future Transport and Urban Computing of Amap,1,
Joint Research Fund of Department of Forestry of Zhejiang Province,1,
Joint UsageResearch Center for Interdisciplinary Large-scale Information Infrastructures,1,
JSPS Fellows,1,
JSPS Grant-in-Aid for Scientific Research,1,
JSPS Grants-in-Aid for Scientific Research,1,
"JSPS KAKENHI, Japan",1,
JU JIANG Science Company Ltd,1,
Junior Thousand Talents Program of China,1,
Jutta und Georg Bruns Stiftung für innovative Veterinärmedizin,1,
Kadir Has University individual research grant,1,
Kairos Ventures,1,
KAKENHI,1,
Karamay Science and Technology Major Project,1,
KATS/KEIT,1,
KBA NotaSys Fund,1,
KBRIN Investigator Development Award,1,
Key Area R&amp;D Program of Guangdong Province,1,
Key Areas of Research and Development Plan Project of Guangdong under Grant,1,
"Key Areas of Research and Development Program of Guangdong Province, China",1,
"Key Areas of Research, and Development Program of Guangdong Province",1,
Key Areas Research and Development Program of Guangdong,1,
Key Diseases Accurate Medical Data Store,1,
key humanities and social science projects in Zhejiang Province university,1,
Key Industrial Innovation Chain Project in Agricultural Domain,1,
Key innovation team program of innovation talents promotion plan by MOST of China,1,
Key Lab of Big Data Mining and Knowledge Management,1,
"Key Lab of Information Network Security, Ministry of Public Security",1,
Key Laboratory for Digital Land and Resources of Jiangxi Province,1,
Key Laboratory Foundation of Ministry of Industry and Information Technology,1,
Key Laboratory of Agricultural Information Engineering of Sichuan Province,1,
Key Laboratory of Aquatic Products Processing of Zhejiang Province,1,
"Key Laboratory of Cognitive Radio and Information Processing, Ministry of Education",1,
Key Laboratory of Digital Ocean SOA of China,1,
Key Natural Science Foundation of Hebei Province,1,
Key program for Department of Science and Technology of Qinghai,1,
Key program for Department of Science and Technology of Qinghai province,1,
Key Program of Fostering Young Scientific Research Talents in Fujian Jiangxia University,1,
Key Program of Social Science Foundation of Hunan Province,1,
Key Programs of the Chinese Academy of Sciences,1,
Key Project “Smart Grid Technology and Equipment” of the National Key Research and Development Program of China,1,
Key Project for Guangdong Provincial Science and Technology Development,1,
Key Project of Anhui Provincial Education Department,1,
Key Project of Hunan Provincial Education Department,1,
Key Project of National Natural Science Foundation of China,1,
Key project of natural science research in Colleges and Universities of Hebei Province of China,1,
key project of natural science research project,1,
Key Project of Science and Technology of Henan Provincial Science and Technology Department,1,
Key Project of Zhejiang Province Ministry of Science and Technology,1,
Key Projects of National Key Research and Development Plan,1,
Key Projects of National Natural Science Foundation of China,1,
Key Projects of NSFC Joint Fund of China,1,
Key Projects of the Zhejiang Science and Technology Plan,1,
Key R&amp;D Program of Shaanxi,1,
Key R&amp;D Project of Sichuan Province,1,
Key R&amp;D projects in Hunan,1,
Key R&D Program of Guangdong Province of China,1,
Key R&D Program of Zhejiang Province,1,
Key R8D Program of Zhejiang Province,1,
Key Research and Development Plan of Anhui Province,1,
Key Research and Development Plan of Jiangsu Province of China,1,
Key Research and Development Plan of Shaanxi Province of China,1,
Key Research and Development Plan Program of Shaanxi Province,1,
Key Research and Development Plan-Major Scientific and Technological Innovation Projects of ShanDong Province,1,
Key Research and Development Program,1,
Key Research and Development Program in Guangxi,1,
Key Research and Development Program of Guangxi Province,1,
Key Research and Development Program of Guangzhou,1,
Key Research and Development Program of Jiangsu,1,
Key Research and Development Program of Shaanxi province,1,
Key Research and Development Program of Shaanxi Province of China,1,
Key Research and Development Program Projects of Shandong Province,1,
Key Research and Development programs in Jiangsu China,1,
Key Research and Development Programs of Shaanxi,1,
Key Research and Development Project in Shandong Province,1,
Key Research and Development Projects of Liaoning Province,1,
Key Research and Development Projects of Shandong Province,1,
Key Research and Development Projects of Shanxi Province,1,
Key Research Plan for the National Natural Science Foundation of China in Cultivation Project,1,
Key Research Program of Frontier Sciences,1,
"Key Research Program of Frontier Sciences, Chinese Academy of Sciences",1,
Key Research Program of the Institute of Geology & Geophysics,1,
"Key Research, and Development and Transformation Plan of Science and Technology Program for Tibet Autonomous Region",1,
Key Science and Technology Plan Project of Beijing Municipal Education Commission of China,1,
Key Science and Technology Research Program of Chongqing Municipal Education Commission,1,
Key Scientific and Technological Project of Henan Province,1,
Key Scientific Research Program of Guangzhou,1,
Key Special Project for Introduced Talents Team of Southern Marine Science and Engineering Guangdong Laboratory Guangzhou,1,
Key Special Project of Beijing City,1,
Key Technologies R & D Program of Shandong Province,1,
Key Technology Research and Development Program of Hunan Province,1,
Key Technology Research and Development Program of Jiangxi Province,1,
Key-Area Research and Development Program of GuangDong Province,1,
Khalifa University of Science and Technology,1,
King Abdullah University of Science and Technology Center Partnership Fund,1,
Klaus Tschira Stiftung (KTS) Heidelberg,1,
KLEF through FEB Lab India,1,
KMAC,1,
"Knoebel Institute for Healthy Aging at the University of Denver, CO, USA",1,
Knowledge Discovery by Constructing AgriBigData,1,
Knowledge Innovation Program of Basic Research Projects of Shenzhen,1,
Koeln Fortune Program / Faculty of Medicine,1,
Konya Technical University Scientific Research Projects,1,
Korea Government,1,
Korea government (MSIT) and NSERC Canada Graduate Scholarships grant,1,
Korea Government [Ministry of Science and ICTA (MSIT)],1,
"Korea Government [MSIT, Development of High-Assurance (≥EAL6) Secure Microkernel]",1,
Korea government MSIT,1,
Korea Health Industry Development Institute (KHIDI); National Research Foundation of Korea,1,
Korea Health Technology R&D Project,1,
Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI) Grant funded by the Korea government [Ministry Of Health and Welfare (MOHW)],1,
"KOREA HYDRO & NUCLEAR POWER CO., LTD",1,
Korea Institute of Energy Technology Evaluation and Planning KETEP and the Ministry of Trade Industry and Energy MOTIE of the Republic of Korea,1,
"Korea Institute of Science and Technology, Republic of Korea",1,
Korea Ministry of Environment,1,
Korea Ministry of Environment MOE as Graduate School specialized in Climate Change,1,
Korea Research Foundatio,1,
Korean Foundation for Advanced Studies scholarship,1,
Korean Government,1,
Korean Government (Ministry of Science and ICT (MSIT) and Ministry of Education,1,
Korean government (Ministry of Science and ICT),1,
"Korean Government, Ministry of Education, Science, and Technology Fund",1,
"Korean Government, Ministry of Science and ICT",1,
"Korean Government, Ministry of Science and ICT (MSIT)",1,
"Korean Health Technology R&D Project, Ministry of Health & Welfare",1,
Korean Heart Rhythm Society,1,
Korean Ministry of Environment,1,
Korean MSIT,1,
Kuopio University Hospital Catchment Area for the State Research Funding,1,
Kuopio University Hospital VTR,1,
Kvantum institute strategic project SAFARI,1,
Kyoto University and Fujitsu Ltd,1,
La Caixa project,1,
Lakhshya Cyber Security Labs,1,
"Large Infrastructures for Research, Experimental Development and Innovation",1,
LASIGE Research Unit,1,
Leading Innovative and Entrepreneur Team Introduction Program of Zhejiang,1,
Leading Technology of Jiangsu Basic Research Plan,1,
LENDULET-BIOMAG,1,
Li Ka Shing Foundation Cross-Disciplinary Research,1,
Liaoning Education Department,1,
Liaoning Province Science and Technology Innovation Leading Talents Program Project,1,
LIEF,1,
Life Molecular Imaging,1,
Lifecourse Approach to Developmental Repercussions of Environmental Agents on Metabolic and Respiratory Health NIH ECHO,1,
Linkage Project,1,
Lorestan University,1,
LR,1,
LSI Carnot Institute,1,
Lumosity,1,
Macao Young Scholars Program,1,
Macau Science and Technology Development Fund,1,
Mackay Memorial Hospital and the National Taiwan University of Science and Technology Corporation Program,1,
Major Discipline Academic and Technical Leader Training Plan Project of Jiangxi Province,1,
Major Fundamental Research Project in the Science and Technology Plan of Shenzhen,1,
Major Inter-Disciplinary Research (IDR) Grant,1,
Major Inter-Disciplinary Research Grant Awarded by Monash University,1,
Major national science and technology projects,1,
Major Program of Guangdong Basic and Applied Basic Research,1,
Major Program of National Natural Science Foundation of China,1,
Major Program of the National Natural Science Foundation of China,1,
Major Program of the National Social Science Foundation of China,1,
Major Project for New Generation Artificial Intelligence,1,
Major Project of Fujian Provincial Social Science,1,
Major Project of Guangzhou Science and Technology of Collaborative Innovation and Industry: intelligent video detection and recognition technology in cloud computing environment,1,
Major Project of the Ministry of Science and Technology of China,1,
"Major Project of the New Generation of Artificial Intelligence, China",1,
Major Projects from General Logistics Department of Peoples Liberation Army,1,
Major Projects of High Resolution Earth Observation System of China,1,
Major Projects of Technological Innovation in Hubei Province,1,
Major Projects of the National Social Science Foundation,1,
Major projects of the National Social Science Fund,1,
Major Science and Technology Project of Tianjin,1,
Major Science and Technology Special Projects,1,
Major Scientific and Technological Innovation,1,
Major Scientific and Technological Projects,1,
Major Scientific Project of Zhejiang Lab,1,
Major Special Project of Science and Technology in Inner Mongolia Autonomous Region (Development and Application of Private Cloud Operating System Based on OpenStack),1,
Major Special Science and Technology Project of Anhui Province,1,
Malaysian Ministry of Education under Fundamental Research Grant Scheme,1,
Manchester Molecular Pathology Innovation Centre,1,
Manfred Stärk Foundation,1,
Manitoba Hydro International,1,
MARCC,1,
Marie Sklodowska-Curie,1,
Marine S&amp;T Fund of Shandong Province for Pilot National Laboratory for Marine Science and Technology,1,
Marine S&T Fund of Shandong Province for Pilot National Laboratory for Marine Science and Technology,1,
Mark Diamond Research Fund,1,
Marmara University Scientific Research Projects Coordination,1,
